match_id,season,match_date_utc,home_team,away_team,home_last5_wins,home_last5_draws,home_last5_losses,away_last5_wins,away_last5_draws,away_last5_losses,home_avg_goals,home_avg_goals_conceded,away_avg_goals,away_avg_goals_conceded,home_avg_goals_last5,home_avg_conceded_last5,away_avg_goals_last5,away_avg_conceded_last5,home_form_points,away_form_points,home_elo,away_elo,elo_diff,home_rank,away_rank,home_win_streak,home_draw_streak,home_loss_streak,home_unbeaten_streak,away_win_streak,away_draw_streak,away_loss_streak,away_unbeaten_streak,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_total,home_home_win_rate,home_home_avg_goals,away_away_win_rate,away_away_avg_goals,home_rest_days,away_rest_days,home_matches_played,away_matches_played,home_goal_diff,away_goal_diff,result
E965KzLU,2005-2006,2006-04-09 20:30:00+00:00,ItalMaracaibo,Trujillanos,0,1,4,0,2,3,1.0588,1.4853,1.0,1.237,1.0,2.0,0.6,1.8,1,2,1412.07,1461.21,-49.14,14,11,0,1,0,1,0,0,2,0,3,0,4,7,0.2353,1.0588,0.1818,0.8485,7,7,68,135,-29,-32,D
O8sMOnXo,2005-2006,2006-04-09 20:30:00+00:00,Mineros,Aragua,2,2,1,1,2,2,1.2464,1.1522,1.0,1.3333,1.2,1.2,1.0,1.4,8,5,1560.51,1498.28,62.23,5,7,1,0,0,4,0,1,0,1,1,2,0,3,0.5362,1.6812,0.2,0.8667,7,7,138,30,13,-10,H
pIrIPSHu,2005-2006,2006-04-09 20:30:00+00:00,Estudiantes M.,Dep. Táchira,2,0,3,2,3,0,1.2101,1.4928,1.4118,1.1544,1.8,1.8,1.8,1.4,6,9,1428.08,1621.67,-193.59,13,2,0,0,1,0,0,1,0,9,3,8,4,15,0.3623,1.3333,0.3429,1.1714,7,7,138,136,-39,35,H
0WXdOIL5,2005-2006,2006-04-19 20:30:00+00:00,Dep. Táchira,Mineros,2,2,1,3,2,0,1.4088,1.1606,1.2446,1.1439,1.6,1.4,1.4,0.8,8,11,1601.46,1569.54,31.92,3,4,0,0,1,0,2,0,0,5,7,5,3,15,0.5606,1.6667,0.1884,0.8116,10,10,137,139,34,14,H
6q3cMdjI,2005-2006,2006-04-19 20:30:00+00:00,Trujillanos,Carabobo,0,3,2,2,2,1,1.0,1.2353,1.2336,1.2628,0.6,1.6,1.0,0.8,3,8,1463.53,1568.14,-104.61,11,4,0,1,0,1,0,0,1,0,4,8,3,15,0.3478,1.1449,0.2353,1.1912,10,10,136,137,-32,-4,D
Sh4gNxyC,2005-2006,2006-04-19 20:30:00+00:00,Monagas,ItalMaracaibo,1,3,1,0,2,3,1.1241,1.3723,1.058,1.4783,1.4,1.2,1.0,1.8,6,2,1512.83,1409.74,103.09,6,14,0,0,1,0,0,2,0,2,4,0,3,7,0.4118,1.2059,0.1765,1.0588,11,10,137,69,-34,-29,D
Ac7xRKym,2005-2006,2006-04-23 20:30:00+00:00,Dep. Táchira,Aragua,3,1,1,0,2,3,1.4058,1.1522,0.9677,1.3226,1.4,1.0,0.6,1.4,10,2,1611.66,1489.25,122.41,3,8,1,0,0,1,0,0,1,0,2,0,1,3,0.5672,1.6567,0.1875,0.8125,4,14,138,31,35,-11,H
INApPb6a,2005-2006,2006-04-23 20:30:00+00:00,Mineros,U. A. Maracaibo,3,1,1,1,2,2,1.2357,1.1429,1.2754,0.8841,1.4,1.0,1.4,1.4,10,5,1559.34,1639.38,-80.04,5,1,0,0,1,0,1,0,0,2,3,6,6,15,0.5429,1.6714,0.3623,0.971,4,14,140,138,13,54,D
O0BtQvig,2005-2006,2006-04-23 20:30:00+00:00,Estudiantes M.,Trujillanos,3,0,2,0,3,2,1.2158,1.4892,1.0,1.2336,2.2,1.8,0.4,1.4,9,3,1448.29,1463.74,-15.45,13,11,1,0,0,1,0,2,0,2,6,6,3,15,0.3714,1.3429,0.1791,0.8507,14,4,139,137,-38,-32,H
SYHXR0Mt,2005-2006,2006-04-23 20:30:00+00:00,ItalMaracaibo,Caracas,0,3,2,3,1,1,1.0429,1.4571,1.5971,0.8993,1.0,1.4,1.4,0.6,3,10,1418.16,1618.05,-199.89,14,3,0,3,0,3,3,0,0,3,1,5,1,7,0.2286,1.0571,0.3478,1.2319,4,15,70,139,-29,97,D
j9f4qTiE,2005-2006,2006-04-23 20:30:00+00:00,Carabobo,Monagas,1,3,1,1,3,1,1.2319,1.2609,1.1159,1.3623,0.8,1.0,1.0,0.8,6,6,1567.93,1504.41,63.52,4,6,0,1,0,1,0,1,0,1,4,4,7,15,0.4058,1.2754,0.1594,1.0435,4,4,138,138,-4,-34,D
KpvALPa7,2005-2006,2006-04-26 20:30:00+00:00,Aragua,Caracas,0,2,3,3,1,1,0.9688,1.375,1.5857,0.8929,0.8,1.6,1.4,0.6,2,10,1482.29,1613.57,-131.28,8,3,0,0,2,0,0,1,0,4,1,2,0,3,0.4667,1.1333,0.3429,1.2143,3,3,32,140,-13,97,A
bywEKqFD,2005-2006,2006-04-26 20:30:00+00:00,U. A. Maracaibo,Estudiantes M.,1,3,1,3,0,2,1.2734,0.8849,1.2286,1.4786,1.4,1.2,2.4,1.8,6,9,1640.3,1460.47,179.83,1,12,0,1,0,3,2,0,0,2,7,3,5,15,0.4638,1.5797,0.1884,1.087,3,3,139,140,54,-35,D
8MtITmhR,2005-2006,2006-04-30 20:30:00+00:00,Aragua,ItalMaracaibo,0,1,4,0,4,1,0.9394,1.3939,1.0282,1.4366,0.8,2.0,0.8,1.0,1,4,1467.73,1422.63,45.1,11,14,0,0,3,0,0,4,0,4,1,1,1,3,0.4375,1.0625,0.1714,1.0286,4,7,33,71,-15,-29,H
Qoo1NoVf,2005-2006,2006-04-30 20:30:00+00:00,Monagas,Estudiantes M.,1,3,1,3,1,1,1.1151,1.3597,1.227,1.4752,1.0,0.8,2.4,1.6,6,10,1511.43,1471.14,40.29,6,11,0,2,0,2,0,1,0,3,5,6,4,15,0.4058,1.1884,0.1857,1.0857,7,4,139,141,-34,-35,H
WOocORFl,2005-2006,2006-04-30 20:30:00+00:00,Dep. Táchira,U. A. Maracaibo,3,1,1,1,3,1,1.4173,1.1511,1.2714,0.8857,1.6,1.0,1.4,1.2,10,6,1618.62,1629.63,-11.01,3,1,2,0,0,2,0,2,0,4,2,7,6,15,0.5735,1.6765,0.3571,0.9714,7,4,139,140,37,54,H
lGOpP70r,2005-2006,2006-04-30 20:30:00+00:00,Caracas,Carabobo,4,1,0,0,4,1,1.5887,0.8865,1.2302,1.259,1.6,0.2,0.6,1.0,13,4,1628.13,1560.91,67.23,2,4,1,0,0,5,0,2,0,2,7,4,4,15,0.6714,1.9571,0.2319,1.1884,4,7,141,139,99,-4,H
xMl5M5p1,2005-2006,2006-04-30 20:30:00+00:00,Trujillanos,Mineros,0,2,3,2,2,1,0.9928,1.2464,1.234,1.1418,0.4,2.0,1.2,1.0,2,8,1451.56,1558.42,-106.86,13,4,0,0,1,0,0,1,0,1,4,5,6,15,0.3429,1.1429,0.1857,0.8,7,7,138,141,-35,13,D
UVsEUTxL,2005-2006,2006-05-07 20:30:00+00:00,Mineros,Monagas,2,2,1,1,3,1,1.2324,1.1408,1.1286,1.35,1.4,1.2,1.0,0.8,8,6,1558.1,1521.3,36.8,4,6,0,2,0,2,1,0,0,3,7,6,2,15,0.5352,1.662,0.1571,1.0429,7,7,142,140,13,-31,H
bDY6K7Rn,2005-2006,2006-05-07 20:30:00+00:00,U. A. Maracaibo,Trujillanos,1,3,1,0,3,2,1.2624,0.8865,0.9928,1.2446,1.2,1.0,0.6,1.6,6,3,1617.64,1451.88,165.76,3,13,0,0,1,0,0,1,0,1,2,3,9,14,0.4571,1.5714,0.1765,0.8382,7,7,141,139,53,-35,D
GrxF76V7,2005-2006,2006-05-09 20:30:00+00:00,Dep. Táchira,Trujillanos,3,1,1,0,4,1,1.4143,1.1429,0.9929,1.2429,1.4,0.8,0.8,1.4,10,4,1630.61,1462.18,168.43,2,11,3,0,0,3,0,2,0,2,7,3,5,15,0.5797,1.6667,0.1739,0.8406,9,2,140,140,38,-35,H
M5v6Wk88,2005-2006,2006-05-09 20:30:00+00:00,Estudiantes M.,Caracas,2,1,2,4,1,0,1.2183,1.4859,1.6056,0.8803,1.8,1.8,2.0,0.0,7,13,1461.27,1636.98,-175.7,11,1,0,0,1,0,2,0,0,6,3,6,6,15,0.3803,1.3662,0.3521,1.2254,9,9,142,142,-38,103,A
xhwB8nG1,2005-2006,2006-05-09 20:30:00+00:00,Carabobo,ItalMaracaibo,0,3,2,0,4,1,1.2214,1.2786,1.0278,1.4583,0.6,1.8,0.8,1.2,3,4,1552.06,1412.95,139.11,5,14,0,0,1,0,0,0,1,0,1,3,3,7,0.4,1.2714,0.1667,1.0278,9,9,140,72,-8,-31,H
z9rAV9NE,2005-2006,2006-05-09 20:30:00+00:00,U. A. Maracaibo,Aragua,1,3,1,1,1,3,1.2606,0.8873,1.0,1.3824,1.0,0.8,1.0,1.6,6,4,1607.33,1477.41,129.92,3,9,0,1,0,1,1,0,0,1,1,1,1,3,0.4507,1.5634,0.1765,0.8235,2,9,142,34,53,-13,A
8CkbBlWr,2005-2006,2006-05-14 20:30:00+00:00,ItalMaracaibo,Estudiantes M.,0,3,2,2,1,2,1.0274,1.4932,1.2238,1.4965,0.6,1.6,1.6,1.6,3,7,1406.5,1448.71,-42.2,14,13,0,0,2,0,0,0,2,0,3,3,1,7,0.2222,1.0278,0.1831,1.0704,5,5,73,143,-34,-39,H
SYZNFUNR,2005-2006,2006-05-14 20:30:00+00:00,Caracas,Mineros,4,1,0,2,2,1,1.6154,0.8881,1.2448,1.1469,2.2,0.4,1.2,1.0,13,8,1649.55,1568.11,81.44,1,4,3,0,0,7,1,0,0,3,7,2,6,15,0.6761,1.9859,0.1831,0.8028,5,7,143,143,104,14,D
URw79S0e,2005-2006,2006-05-14 20:30:00+00:00,Trujillanos,U. A. Maracaibo,0,3,2,0,3,2,0.9858,1.2553,1.2587,0.8951,0.6,1.8,0.8,1.2,3,3,1456.56,1582.06,-125.5,12,3,0,0,1,0,0,0,1,0,3,2,10,15,0.338,1.1408,0.3521,0.9577,5,5,141,143,-38,52,A
YBzKGA8L,2005-2006,2006-05-14 20:30:00+00:00,Aragua,Carabobo,2,0,3,1,2,2,1.0286,1.3714,1.2411,1.2766,1.2,1.6,1.2,1.8,6,5,1502.68,1558.52,-55.83,7,5,2,0,0,2,1,0,0,1,1,2,0,3,0.4706,1.1765,0.2286,1.1714,5,5,35,141,-12,-5,H
jyu3A8ok,2005-2006,2006-05-14 20:30:00+00:00,Monagas,Dep. Táchira,1,2,2,4,0,1,1.1348,1.3617,1.4255,1.1348,1.2,1.2,1.8,0.6,5,12,1511.29,1636.23,-124.94,7,2,0,0,1,0,4,0,0,4,4,6,5,15,0.4143,1.2143,0.338,1.169,7,5,141,141,-32,41,H
zZXKhZCp,2005-2006,2006-05-16 22:30:00+00:00,U. A. Maracaibo,Caracas,1,2,2,3,2,0,1.2639,0.8889,1.6181,0.8958,1.0,1.0,2.2,0.8,5,11,1596.89,1641.88,-44.99,3,1,1,0,0,1,0,1,0,8,4,8,6,18,0.4444,1.5556,0.3611,1.25,2,2,144,144,54,104,D
rwAiA1rI,2005-2006,2006-05-20 22:30:00+00:00,Caracas,U. A. Maracaibo,3,2,0,1,2,2,1.6138,0.8966,1.2621,0.8897,2.4,1.0,1.0,1.0,11,5,1644.39,1594.38,50.01,1,3,0,2,0,9,0,1,0,2,8,4,7,19,0.6667,1.9861,0.3611,0.9722,4,4,145,145,104,54,H
KOOruLQQ,2006-2007,2006-08-06 20:30:00+00:00,Trujillanos,Aragua,0,2,3,3,0,2,0.9789,1.2606,1.0278,1.3333,0.4,2.0,1.4,1.4,2,9,1441.73,1516.66,-74.93,12,7,0,0,2,0,3,0,0,3,2,0,2,4,0.3333,1.125,0.2222,0.8889,84,84,142,36,-40,-11,A
QHXsZUx8,2006-2007,2006-08-06 20:30:00+00:00,Carabobo,U. A. Maracaibo,1,2,2,1,2,2,1.2324,1.2746,1.2534,0.9041,1.2,1.6,1.0,1.4,5,5,1544.54,1584.88,-40.35,5,3,0,0,1,0,0,0,1,0,3,6,7,16,0.4085,1.3099,0.3562,0.9589,84,77,142,146,-6,51,A
Y7MWsNt8,2006-2007,2006-08-06 20:30:00+00:00,Caracas,Monagas,3,2,0,2,2,1,1.6233,0.8904,1.1479,1.3592,2.6,1.0,1.8,1.0,11,8,1653.88,1528.44,125.44,1,6,1,0,0,10,1,0,0,1,11,0,5,16,0.6712,2.0,0.1549,1.0563,77,84,146,142,107,-30,H
nBQzssdE,2006-2007,2006-08-06 20:30:00+00:00,Mineros,Dep. Táchira,1,3,1,4,0,1,1.25,1.1528,1.4225,1.1479,1.4,1.4,1.8,0.8,6,12,1575.78,1619.09,-43.31,4,2,0,1,0,4,0,0,1,0,5,8,3,16,0.5417,1.6806,0.3333,1.1667,84,84,144,142,14,39,H
tYPvt1BK,2006-2007,2006-08-06 20:30:00+00:00,Portuguesa,Zamora,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1500.0,1500.0,0.0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,0,H
nRYwzBN1,2006-2007,2006-08-12 20:30:00+00:00,Dep. Táchira,Portuguesa,3,0,2,1,0,0,1.4126,1.1538,2.0,0.0,1.6,1.2,2.0,0.0,9,3,1605.67,1511.52,94.16,2,8,0,0,2,0,1,0,0,1,0,0,0,0,0.5857,1.6857,0.0,0.0,6,6,143,1,37,2,D
IiUZzi8e,2006-2007,2006-08-13 20:30:00+00:00,Trujillanos,Carabobo,0,2,3,1,1,3,0.972,1.2587,1.2238,1.2867,0.4,1.6,1.0,2.0,2,4,1424.58,1525.82,-101.24,15,6,0,0,3,0,0,0,2,0,4,8,4,16,0.3288,1.1096,0.2254,1.1549,7,7,143,143,-41,-9,D
dxtRxDwq,2006-2007,2006-08-13 20:30:00+00:00,Caracas,Zamora,3,2,0,0,0,1,1.619,0.8844,0.0,2.0,2.0,1.0,0.0,2.0,11,0,1660.74,1488.48,172.26,1,10,2,0,0,11,0,0,1,0,0,0,0,0,0.6757,1.9865,0.0,0.0,7,7,147,1,108,-2,D
h4c4rgVR,2006-2007,2006-08-13 20:30:00+00:00,Aragua,Mineros,4,0,1,2,3,0,1.027,1.2973,1.2552,1.1448,1.4,0.8,1.8,1.2,12,9,1533.81,1589.19,-55.38,5,4,4,0,0,4,1,0,0,5,2,2,0,4,0.5,1.1667,0.1806,0.8194,7,7,37,145,-10,16,D
v1VVyXhk,2006-2007,2006-08-13 20:30:00+00:00,Monagas,U. A. Maracaibo,2,1,2,2,1,2,1.1399,1.3566,1.2653,0.898,1.8,1.2,1.4,1.2,7,7,1521.57,1603.6,-82.03,7,2,0,0,1,0,1,0,0,1,3,8,5,16,0.4225,1.2394,0.3649,0.9865,7,7,143,147,-31,54,A
KjadpF0F,2006-2007,2006-08-19 20:30:00+00:00,Carabobo,Monagas,1,1,3,2,0,3,1.2222,1.2847,1.1389,1.3611,1.0,2.0,1.8,1.4,4,6,1525.76,1504.75,21.01,6,8,0,1,0,1,0,0,2,0,4,4,8,16,0.4028,1.2917,0.1528,1.0417,6,6,144,144,-9,-32,D
bsb0qZFL,2006-2007,2006-08-19 20:30:00+00:00,Mineros,Trujillanos,2,3,0,0,2,3,1.2466,1.137,0.9722,1.2569,1.6,1.0,0.4,1.6,9,2,1591.24,1424.63,166.6,4,15,0,1,0,6,0,1,0,1,5,4,7,16,0.5479,1.6849,0.1714,0.8286,6,6,146,144,16,-41,H
2F4ioeo9,2006-2007,2006-08-20 20:30:00+00:00,U. A. Maracaibo,Zamora,3,1,1,0,1,1,1.2703,0.8986,0.0,1.0,1.6,1.0,0.0,1.0,10,1,1620.43,1498.96,121.47,2,9,2,0,0,2,0,1,0,1,0,0,0,0,0.4384,1.5479,0.0,0.0,7,7,148,2,55,-2,D
63gcNig2,2006-2007,2006-08-20 20:30:00+00:00,Caracas,Dep. Táchira,2,3,0,2,1,2,1.6081,0.8784,1.4097,1.1528,1.4,0.6,1.2,1.2,9,7,1650.27,1597.56,52.71,1,3,0,1,0,12,0,1,0,1,5,4,7,16,0.6667,1.96,0.3288,1.1507,7,8,148,144,108,37,H
OO5mnyW2,2006-2007,2006-08-20 20:30:00+00:00,Portuguesa,Aragua,1,1,0,4,1,0,1.5,0.5,1.0,1.2632,1.5,0.5,1.4,0.4,4,13,1519.63,1531.77,-12.14,7,5,0,1,0,2,0,1,0,5,0,0,0,0,1.0,2.0,0.2632,0.8947,8,7,2,38,2,-10,D
02EIUZ0S,2006-2007,2006-08-27 20:30:00+00:00,Dep. Táchira,U. A. Maracaibo,1,1,3,2,2,1,1.4,1.1517,1.2685,0.8993,1.0,1.4,1.4,1.2,4,8,1588.17,1611.42,-23.25,4,2,0,0,1,0,0,1,0,3,3,7,6,16,0.5775,1.6761,0.3733,1.0,7,7,145,149,36,55,H
Ay0lPDOk,2006-2007,2006-08-27 20:30:00+00:00,Trujillanos,Portuguesa,0,1,4,1,2,0,0.9655,1.2621,1.3333,0.6667,0.2,1.8,1.3333,0.6667,1,5,1418.96,1515.67,-96.71,16,7,0,0,1,0,0,2,0,3,0,0,0,0,0.3243,1.1081,0.0,1.0,8,7,145,3,-43,2,A
Igi6VFoM,2006-2007,2006-08-27 20:30:00+00:00,Aragua,Caracas,3,2,0,3,2,0,1.0,1.2564,1.604,0.8725,1.0,0.4,1.2,0.2,11,11,1535.73,1659.66,-123.93,5,1,0,2,0,6,1,0,0,13,1,3,0,4,0.4737,1.1053,0.3562,1.2466,7,7,39,149,-10,109,D
Wp1pQg9q,2006-2007,2006-08-27 20:30:00+00:00,Mineros,Carabobo,3,2,0,1,2,2,1.2517,1.1293,1.2207,1.2828,1.8,0.8,1.2,1.4,11,5,1596.91,1520.4,76.51,4,7,1,0,0,7,0,2,0,2,5,4,7,16,0.5541,1.6892,0.2222,1.1528,8,8,147,145,18,-9,D
h0kgOXwd,2006-2007,2006-08-27 20:30:00+00:00,Zamora,Monagas,0,2,1,1,1,3,0.3333,1.0,1.1379,1.3586,0.3333,1.0,1.4,1.6,2,4,1507.97,1510.11,-2.14,9,8,0,2,0,2,0,1,0,1,0,0,0,0,0.0,0.0,0.1507,1.0411,7,8,3,145,-2,-32,H
8vhbAE9d,2006-2007,2006-09-10 20:30:00+00:00,Carabobo,Zamora,0,3,2,1,2,1,1.2123,1.274,0.75,1.0,0.4,1.2,0.75,1.0,3,5,1527.9,1519.58,8.32,7,8,0,3,0,3,1,0,0,3,0,0,0,0,0.3973,1.2877,0.0,0.3333,14,14,146,4,-9,-1,H
MRccXyH9,2006-2007,2006-09-10 20:30:00+00:00,Portuguesa,Mineros,2,2,0,2,3,0,1.75,0.75,1.2432,1.1216,1.75,0.75,1.2,0.4,8,9,1531.82,1589.41,-57.59,7,4,1,0,0,4,0,1,0,8,0,0,0,0,0.5,1.5,0.1781,0.8082,14,14,4,148,4,18,H
S4bgYH13,2006-2007,2006-09-10 20:30:00+00:00,Monagas,Dep. Táchira,1,1,3,1,1,3,1.137,1.363,1.411,1.1507,1.2,1.4,1.0,1.6,4,4,1498.5,1600.69,-102.2,9,2,0,0,1,0,1,0,0,1,5,6,5,16,0.4167,1.2361,0.3243,1.1351,14,14,146,146,-33,38,D
lEakZcnc,2006-2007,2006-09-10 20:30:00+00:00,Caracas,Trujillanos,3,2,0,0,1,4,1.6067,0.88,0.9658,1.274,1.4,0.4,0.4,1.8,11,1,1658.56,1402.81,255.75,1,16,0,1,0,14,0,0,2,0,11,3,2,16,0.6711,1.9474,0.169,0.8169,14,14,150,146,109,-45,D
zV11WeWF,2006-2007,2006-09-10 20:30:00+00:00,U. A. Maracaibo,Aragua,2,1,2,2,3,0,1.2667,0.9133,1.025,1.275,1.4,1.6,1.0,0.6,7,9,1598.9,1536.83,62.07,3,7,0,0,1,0,0,3,0,7,1,2,1,4,0.4324,1.5405,0.25,0.9,14,14,150,40,53,-10,H
UmgfBffj,2006-2007,2006-09-16 20:30:00+00:00,Mineros,Caracas,2,2,1,2,3,0,1.255,1.1409,1.6026,0.8808,1.4,0.8,1.0,0.6,8,9,1575.36,1646.21,-70.85,4,1,0,0,1,0,0,2,0,15,2,7,7,16,0.5467,1.6667,0.3514,1.2568,6,6,149,151,17,109,H
EZa6VOu5,2006-2007,2006-09-17 20:30:00+00:00,Aragua,Monagas,1,3,1,0,2,3,1.0,1.2927,1.1361,1.3605,0.8,1.0,0.8,1.4,6,2,1527.8,1498.6,29.2,7,9,0,0,1,0,0,1,0,1,2,0,2,4,0.45,1.15,0.1486,1.0405,7,7,41,147,-12,-33,H
drNIUreB,2006-2007,2006-09-17 20:30:00+00:00,Dep. Táchira,Zamora,1,2,2,1,2,2,1.4082,1.1497,0.6,1.0,1.0,1.2,0.6,1.0,5,5,1600.59,1508.41,92.18,3,8,0,1,0,2,0,0,1,0,0,0,0,0,0.5833,1.6944,0.0,0.25,7,7,147,5,38,-2,H
v7CNT2AH,2006-2007,2006-09-17 20:30:00+00:00,Portuguesa,Carabobo,3,2,0,1,3,1,2.2,1.2,1.2109,1.2653,2.2,1.2,0.6,1.0,11,6,1545.88,1539.06,6.81,5,6,2,0,0,5,1,0,0,4,0,0,0,0,0.6667,2.3333,0.2192,1.137,7,7,5,147,5,-8,D
zRgjCzup,2006-2007,2006-09-17 20:30:00+00:00,Trujillanos,U. A. Maracaibo,0,2,3,3,1,1,0.966,1.2721,1.2715,0.9073,0.6,1.6,1.8,1.0,2,10,1415.15,1607.93,-192.78,16,3,0,1,0,1,1,0,0,1,3,3,10,16,0.32,1.1067,0.3684,1.0,7,7,147,151,-45,55,D
69dbXpBh,2006-2007,2006-09-24 20:30:00+00:00,U. A. Maracaibo,Mineros,2,2,1,2,2,1,1.2697,0.9079,1.2667,1.1467,1.4,1.2,1.6,1.2,8,8,1603.76,1590.02,13.74,3,4,0,1,0,2,1,0,0,1,6,3,7,16,0.44,1.5467,0.1757,0.8378,7,8,152,150,55,18,H
As3kZ6tt,2006-2007,2006-09-24 20:30:00+00:00,Carabobo,Dep. Táchira,1,4,0,2,2,1,1.2095,1.2635,1.4189,1.1554,0.8,0.6,1.6,1.2,7,8,1543.83,1608.55,-64.71,5,3,0,1,0,5,1,0,0,3,3,6,7,16,0.4054,1.2838,0.32,1.1333,7,7,148,148,-8,39,D
Op7gYQen,2006-2007,2006-09-24 20:30:00+00:00,Caracas,Portuguesa,1,3,1,2,3,0,1.6053,0.8947,2.0,1.1667,1.2,1.2,2.0,1.4,6,9,1631.55,1541.11,90.44,1,6,0,0,1,0,0,1,0,6,0,0,0,0,0.6623,1.9351,0.5,2.0,8,7,152,6,108,5,H
p0e2W4Qb,2006-2007,2006-09-24 20:30:00+00:00,Zamora,Aragua,1,2,2,1,3,1,0.8333,1.3333,1.0714,1.2619,1.0,1.2,1.4,1.0,5,6,1500.46,1538.11,-37.65,8,6,0,0,2,0,1,0,0,1,0,0,0,0,1.0,2.0,0.2381,0.8571,7,7,6,42,-3,-8,D
A1mzGqtI,2006-2007,2006-10-01 20:30:00+00:00,Mineros,Monagas,2,1,2,0,2,3,1.2583,1.1523,1.1284,1.3784,1.6,1.6,0.8,2.0,7,2,1579.08,1488.29,90.79,4,10,0,0,1,0,0,0,1,0,8,6,2,16,0.5526,1.6842,0.1467,1.0267,7,14,151,148,16,-37,H
U33yENAU,2006-2007,2006-10-01 20:30:00+00:00,Trujillanos,Zamora,0,3,2,1,2,2,0.9662,1.2703,1.0,1.4286,0.8,1.6,1.4,1.6,3,5,1419.32,1497.62,-78.29,16,8,0,2,0,2,0,1,0,1,0,0,0,0,0.3158,1.1053,0.0,0.6,14,7,148,7,-45,-3,D
WAlWGPQB,2006-2007,2006-10-01 20:30:00+00:00,Caracas,Carabobo,2,2,1,1,4,0,1.6078,0.8889,1.2013,1.255,1.6,1.2,0.6,0.4,8,7,1639.57,1542.21,97.35,1,5,1,0,0,1,0,2,0,6,8,4,4,16,0.6667,1.9359,0.2162,1.1351,7,7,153,149,110,-8,D
jD4XE3eO,2006-2007,2006-10-01 20:30:00+00:00,Portuguesa,U. A. Maracaibo,2,2,1,2,2,1,1.7143,1.2857,1.2745,0.902,1.8,1.6,1.4,1.0,8,8,1533.09,1614.7,-81.61,7,2,0,0,1,0,1,0,0,3,0,0,0,0,0.5,2.0,0.3636,1.0,7,7,7,153,3,57,D
xlkSH5B5,2006-2007,2006-10-01 20:30:00+00:00,Aragua,Dep. Táchira,1,3,1,2,2,1,1.093,1.2791,1.4094,1.1477,1.8,1.4,1.4,1.0,6,8,1540.95,1610.17,-69.22,6,3,0,1,0,2,0,1,0,4,0,3,1,4,0.4762,1.2857,0.3158,1.1184,7,7,43,149,-8,39,D
KSMFIoda,2006-2007,2006-10-04 20:30:00+00:00,Monagas,Trujillanos,0,2,3,0,3,2,1.1208,1.3826,0.9664,1.2685,0.6,2.0,0.8,1.6,2,3,1480.29,1418.33,61.96,11,16,0,0,2,0,0,3,0,3,6,5,5,16,0.411,1.2329,0.1667,0.8194,3,3,149,149,-39,-45,A
CYaTQO69,2006-2007,2006-10-08 20:30:00+00:00,U. A. Maracaibo,Caracas,2,2,1,1,3,1,1.2727,0.9026,1.6039,0.8896,1.4,1.0,1.6,1.4,8,6,1615.55,1631.34,-15.8,2,1,0,1,0,4,0,1,0,2,4,9,7,20,0.4474,1.5526,0.3467,1.2667,7,7,154,154,57,110,D
G66KSpxc,2006-2007,2006-10-08 20:30:00+00:00,Dep. Táchira,Trujillanos,2,3,0,1,3,1,1.4133,1.1533,0.9867,1.2667,1.8,1.2,1.6,1.4,9,6,1611.58,1441.29,170.29,3,14,0,2,0,5,1,0,0,4,8,3,5,16,0.589,1.7123,0.1781,0.863,7,4,150,150,39,-42,H
bofU31ad,2006-2007,2006-10-08 20:30:00+00:00,Carabobo,Aragua,1,4,0,1,3,1,1.2,1.2533,1.1136,1.2955,0.6,0.4,2.0,1.6,7,6,1550.44,1539.53,10.9,5,6,0,3,0,7,0,2,0,3,2,2,0,4,0.4,1.2667,0.2273,0.9091,7,7,150,44,-8,-8,H
fc5OR4i3,2006-2007,2006-10-08 20:30:00+00:00,Monagas,Portuguesa,0,1,4,2,2,1,1.12,1.4,1.625,1.25,0.6,2.6,1.8,1.6,1,8,1457.32,1532.25,-74.92,13,6,0,0,3,0,0,1,0,1,0,0,0,0,0.4054,1.2297,0.3333,1.3333,4,7,150,8,-42,3,D
jPbXPrMF,2006-2007,2006-10-08 20:30:00+00:00,Zamora,Mineros,1,2,2,2,1,2,1.0,1.375,1.2632,1.1447,1.4,1.6,1.6,1.6,5,7,1498.61,1587.08,-88.47,8,4,0,2,0,2,1,0,0,1,0,0,0,0,0.5,2.0,0.1733,0.8267,7,7,8,152,-3,18,D
nBjQ4spj,2006-2007,2006-10-12 20:30:00+00:00,Dep. Táchira,Mineros,2,3,0,2,1,2,1.4371,1.1589,1.2745,1.1569,2.2,1.4,2.2,2.2,9,7,1617.16,1587.61,29.55,2,4,1,0,0,6,0,1,0,2,8,6,3,17,0.5946,1.7568,0.1711,0.8553,4,4,151,153,42,18,A
2wFgA3MS,2006-2007,2006-10-14 20:30:00+00:00,Monagas,Caracas,0,2,3,1,3,1,1.1126,1.3907,1.5935,0.8839,0.4,2.2,1.2,1.0,2,6,1456.17,1635.15,-178.97,13,1,0,1,0,1,0,2,0,3,0,12,5,17,0.4,1.2133,0.3421,1.25,6,6,151,155,-42,110,A
